ticket,time,dttn,ebit,interest,dna,capex,wc,debt,equity,value,TA
QCG,2017-09-30,320302647833,206613532389,4317548675,3500818648.0,75787144317.0,2694539860625,418791421571,4108447709793,4527239131364,10872485406873
REE,2017-09-30,1132314698345,469399883737,21651640020,27066968858.0,219502111689.0,597396394842,2625948588793,8233010468664,10858959057457,13504449772225
SAM,2017-09-30,646111711317,31522873478,29418253327,0.0,1389790574.0,1368529810504,1254299074868,2512507653202,3766806728070,3995486782053
SAS,2017-09-30,613097365552,88893454832,425815221,13173100442.0,8390995892.0,-8226790550,21501366966,1575407083507,1596908450473,2022170448956
SBT,2017-09-30,1693781055271,230445145282,114869902044,78689315938.0,93249138924.0,8509223665426,10930347879201,6928776692481,17859124571682,19389795332352
SCR,2017-09-30,326644652573,73825484092,52922186830,0.0,-9319112144.0,3276665549665,1896775823407,3322173287068,5218949110475,8826472999459
SHP,2017-09-30,212748097138,123979375588,24216403551,49447892008.0,1330153363.0,46591043211,1255210000000,1149914878042,2405124878042,2526591799069
SJS,2017-09-30,17861023722,22260595501,0,0.0,-6371085965.0,2005448284621,1147285760250,1992207475363,3139493235613,6456271987757
STG,2017-09-30,375457078624,40709275386,9162061585,30561500131.0,3780059555.0,-30546458267,430655971561,1587138929947,2017794901508,2439534250901
SWC,2017-09-30,51336611002,15771698365,-62250000,4360764500.0,10870824783.0,-45405743772,57669236539,1135519812854,1193189049393,1312989511526
TBD,2017-09-30,538374275137,44855601104,17076215125,0.0,-1707474225.0,1362532606340,1150088028227,408789222451,1558877250678,1927914045250
TCM,2017-09-30,909345669543,73309754657,12727496297,27418066070.0,-36939718490.0,715598253695,1347350144145,1049633192784,2396983336929,3142957162658
TLG,2017-09-30,661996982994,99683204032,2253080066,11077255547.0,47114567523.0,442822970857,155451313601,1060086430340,1215537743941,1516179563012
TMP,2017-09-30,180414331416,103794392396,4176677830,30424300325.0,-2964738597.0,63355475490,190224656776,1065788114659,1256012771435,1372279540367
TMS,2017-09-30,636951002864,68134532446,16077036259,15522147240.0,15587428658.0,142822277464,813080307955,1408428407054,2221508715009,2627379740951
TRA,2017-09-30,452607348832,76451442122,927813603,8050382012.0,-7095831031.0,469928529316,60360973419,1126244033037,1186605006456,1384416880380
TVN,2017-09-30,5694332905939,421957318394,45941480332,110752849583.0,37415856248.0,1417325558498,3044026361729,8011525325856,11055551687585,13777695078587
VC3,2017-09-30,55088233390,14155960220,1878148571,804353672.0,-0.0,160675756337,114454766921,330923187041,445377953962,847843750011
VCF,2017-09-30,804793445670,159133537793,2990264855,20860647846.0,5679530938.0,-149446873239,369875346136,2307435282291,2677310628427,3215035921381
VCG,2017-09-30,2570098261203,353936405911,79122236336,93802462924.0,61902503848.0,2069973230684,4451740210217,7439122668081,11890862878298,21303896910313
VCS,2017-09-30,1034552125438,307515985257,9224927897,17417092235.0,9999183627.0,2051287176791,1076664209865,2127668991396,3204333201261,3583672733048
VEF,2017-09-30,15981489559,7361896658,0,160107621.0,61725755489.0,1047938759475,0,1777109991106,1777109991106,1786096314152
VGC,2017-09-30,2601842222527,305224823203,41526228492,96711746402.0,218630708193.0,1105488976498,2352781104846,6405073823130,8757854927976,15622151249051
VHC,2017-09-30,2046909413984,225429379779,19506051003,51534380462.0,122104452455.0,1528687826298,1397895938867,2800260388800,4198156327667,4842949230036
VIC,2017-09-30,22933247546410,2921373833754,1135436599915,982182739996.0,3999057031720.0,-9563563879146,46173538869272,49718082309448,95891621178720,204937939937089
VNM,2017-09-30,13571898387722,3230020580087,7006245652,313041751008.0,518172447676.0,1559116193181,517646624433,24028616769178,24546263393611,31595714941194
VSC,2017-09-30,361728187877,93674914773,12500184254,50812263261.0,53104086171.0,-32565866503,620133973283,1666814847687,2286948820970,2579266081926
VSH,2017-09-30,91996192814,40569212024,371264690,19369321065.0,-672623786241.0,402407735669,3375858793496,2859273430746,6235132224242,6454316669457
AAA,2017-12-31,1459900250718,120031878828,28945734767,48234228099.0,128505715261.0,1010021596192,2377612970586,1624970288622,4002583259208,4576157128799
ANV,2017-12-31,858433490851,66275095050,11754647154,0.0,234300000000.0,1068693180548,1101310027682,1382423169909,2483733197591,2690733771797
ASM,2017-12-31,1013925204800,94028163206,30927813884,1173577242.0,-55297091948.0,1813104968516,1329248863582,2819431611283,4148680474865,5586779563407
BMP,2017-12-31,1217193888100,153960944821,149633487,25961048210.0,198063402401.0,567528344155,61312187000,2455736370067,2517048557067,2865236014494
CEO,2017-12-31,613583971452,208751437152,33596778465,19192759554.0,417371809883.0,918140746555,1431344985547,2238226758462,3669571744009,5652264237878
CHP,2017-12-31,282596551235,179003392528,25899386258,38233642312.0,-0.0,23388616789,1117623490334,1878897289307,2996520779641,3105531101221
CII,2017-12-31,922992041600,164441100162,77078426231,277549923373.0,683025632543.0,1643534314520,9389395051322,7639358262208,17028753313530,20766346604933
CMG,2017-12-31,1428706766562,78542229554,7859722305,29407013144.0,66605679020.0,183367750251,460402812507,1269410030290,1729812842797,3120977174978
CSV,2017-12-31,406129807201,86430924622,1117224157,9055562928.0,12997420438.0,240319715550,124726775590,803611510406,928338285996,1087303424890
CTD,2017-12-31,9074442500175,571274768066,0,22838403808.0,43141601262.0,-21594999856,0,7306687848619,7306687848619,16013824689149
DBC,2017-12-31,1635647930947,82287216227,6643625400,41868197566.0,248605316019.0,1520521963428,3307106320620,2502616605237,5809722925857,6989215957214
DCL,2017-12-31,214985998671,22996109889,1782165206,9595590003.0,53051236498.0,360229259885,296324317583,735173032902,1031497350485,1221155561815
DCM,2017-12-31,1600290481307,86147398800,43022507630,330050711919.0,94076127633.0,-622518929133,4736256928120,6155247694340,10891504622460,12525579878394
DDV,2017-12-31,605108148224,52678789961,5247027657,0.0,-0.0,-144271388354,357280592638,1014463724150,1371744316788,2041659825105
DGC,2017-12-31,360991109824,100840597019,0,2721171914.0,109704960.0,171739156409,0,769935796731,769935796731,887321342438
DGW,2017-12-31,1135851347942,34195726408,8418303210,1101765026.0,531360000.0,1186172631332,620944447016,689502708877,1310447155893,1596604904171
DHC,2017-12-31,235965402935,42233701775,1557099986,0.0,184671135264.0,221347265939,353017009568,711123698614,1064140708182,1290800225330
DHG,2017-12-31,1376651745404,229025457259,5881270573,22698032207.0,16788123509.0,669973798859,469800000000,2759230868934,3229030868934,4089604758912
DHT,2017-12-31,396994922153,36496160564,3245200686,3636733985.0,2441924864.0,346910123767,227662344274,254189962815,481852307089,634708779119
DIG,2017-12-31,605250990799,64491679063,4026946609,0.0,768869325.0,3323475015572,1759695420203,2781053356707,4540748776910,6119000709427
DNP,2017-12-31,473672343725,47533066890,41649039305,70214989542.0,419067842039.0,774673076370,2027617452379,950359469391,2977976921770,3866973392146
DPM,2017-12-31,1609608797386,119802582226,102945206,48084112054.0,225982075305.0,342627240363,629383072193,8043224844201,8672607916394,10264104573488
DPR,2017-12-31,299823338852,39871388556,1864547970,30490636817.0,29793057779.0,41928897096,225144903600,2639733079151,2864877982751,3483198273298
DVP,2017-12-31,181771147181,70101864089,296483111,0.0,13163964000.0,-4450039969,25096353137,977773559454,1002869912591,1097489542906
DXG,2017-12-31,1228037753633,564995019499,23850587804,5481881055.0,28546250513.0,3858297515876,2529404653968,4653845177565,7183249831533,10264402566112
ELC,2017-12-31,127191580291,13403868674,278524576,0.0,-406645026.0,482120673097,136879420000,793937345345,930816765345,1056789693626
FPT,2017-12-31,13660863498416,2010617256733,70422375454,296046482587.0,267241600110.0,1180570903998,4682198525961,13234938291819,17917136817780,25025223303861
GAS,2017-12-31,17634266201911,4910131800673,63227784589,615359394258.0,985207786267.0,1945580711534,9049634993501,43160226282527,52209861276028,61786993850008
GEX,2017-12-31,3450721795618,452751009733,103883900426,101475948577.0,243978500124.0,2790423179318,5280186787206,6298032480924,11578219268130,13905900601115
GMD,2017-12-31,1175892258475,247400046699,27131234829,74664039570.0,222521014779.0,-637694594040,1935123599527,7092032548072,9027156147599,11237009319535
HAG,2017-12-31,1365453556000,396869813000,387041472000,214735263000.0,715111056000.0,-399044707000,22820147777000,18288141651000,41108289428000,53444498799000
HDC,2017-12-31,130496881351,43063941884,5233302858,1650416563.0,-381818182.0,1028218415215,522762086233,716021740858,1238783827091,1502095462268
HDG,2017-12-31,1237031083973,306830981081,12127614351,29385842656.0,190438734984.0,2971669065383,1869358863087,2088524364039,3957883227126,8426613349881
HGM,2017-12-31,26378271350,10235578596,0,2036010538.0,729227250.0,-12994923080,0,211351472899,211351472899,263058424495
HHS,2017-12-31,307159442584,73949902943,0,615639648.0,11601400244.0,1135756787617,0,3220194068739,3220194068739,3378239428823
HNG,2017-12-31,775652194000,97151232000,147217911000,164117109000.0,134298645000.0,29645547000,14159020279000,10518985721000,24678006000000,32490942622000
HPG,2017-12-31,12917504679210,2884712072955,135017785751,561515828809.0,3212264022297.0,11684118302705,12980013451775,32397580211910,45377593663685,53021997778249
HSG,2017-12-31,7925047646258,572832601244,171086603949,229567587983.0,607449959967.0,12933734106278,17053707982773,5500067306566,22553775289339,24108093488720
HT1,2017-12-31,2263298270347,266296031585,74413109311,184748971657.0,-35480870623.0,80150628872,4619272768162,5174122456600,9793395224762,11076375875707
HUT,2017-12-31,769558212648,137153397009,40604347798,136018351938.0,1147880666042.0,210429712142,5314652739737,3227386816820,8542039556557,10768826632603
IJC,2017-12-31,301132379280,78277775143,24389635310,9696925001.0,1018727911.0,2648122439478,1822887129947,1662545023461,3485432153408,8000674824050
IMP,2017-12-31,421515480872,35526692381,0,7628111526.0,76458035731.0,344184454027,0,1395314258240,1395314258240,1773630879890
KBC,2017-12-31,268092323180,83354371875,36953433919,9757261471.0,84841246790.0,11030319425833,2722426837543,9038107349299,11760534186842,15779767538270
KDC,2017-12-31,2018786251535,79049550379,44539563558,77030825587.0,-329913586758.0,1220122785103,2156002030825,7841689222135,9997691252960,11247324252077
KDH,2017-12-31,889648198000,236451630000,925397000,1781587000.0,-76263390000.0,4806447055000,1657854736000,6196065813000,7853920549000,9597363434000
LGC,2017-12-31,263726179382,132769138281,73391611075,57611767096.0,280973039101.0,517645536750,5850473708906,3085668064755,8936141773661,9845886268513
MSN,2017-12-31,11220305000000,3254981000000,913171000000,688876000000.0,452482000000.0,721043000000,34796276000000,20225195000000,55021471000000,63528522000000
MSR,2017-12-31,1484209019000,465032287000,331546767000,319892769000.0,189863079000.0,1176039199000,11372721258000,12011606047000,23384327305000,27144210862000
MWG,2017-12-31,18823653366375,794747107598,60704492385,209253657481.0,840296388335.0,5344471172158,6795801057274,5908916335215,12704717392489,22813427395015
NKG,2017-12-31,3343491932662,239230652321,76655805761,101011160149.0,54808137312.0,4567172105583,6179210629309,2940455378424,9119666007733,10174453444426
NLG,2017-12-31,1560452413027,364723092407,6451615511,3417778718.0,1374757763.0,1709856372288,444514873982,3722748115755,4167262989737,7921244099313
NT2,2017-12-31,2089786122192,364291608119,27520649623,174735926535.0,1909834860.0,837225411536,3697772593187,4985222070648,8682994663835,9964109634598
NTP,2017-12-31,1110869122222,176641113849,21871025886,57938873698.0,156188721951.0,1685054685049,1693597589098,2086005716634,3779603305732,4261720884401
PAN,2017-12-31,1475315169106,111997466810,0,45748668544.0,212670630265.0,689835334180,918095639189,4164433331121,5082528970310,5999008881842
PDN,2017-12-31,146792014355,16902692947,6135476794,0.0,21886836516.0,-48778748450,290421514580,417164932409,707586446989,845327296607
PDR,2017-12-31,419797811742,258006235934,0,-437927966.0,-0.0,6008522544470,47196419134,2834563578861,2881759997995,9950373475061
PET,2017-12-31,3444029280869,42350337483,7793070577,15840071607.0,742814457.0,1405821806467,2308690152147,1688763916015,3997454068162,6242663412760
PGS,2017-12-31,1699779967745,35380754378,4147672036,27177252240.0,85709802439.0,-72732291652,294866175867,961281255431,1256147431298,2330981007198
PHR,2017-12-31,563867627139,121520401225,16317859040,14482485897.0,15164429158.0,-88295135685,701739477337,2408859456787,3110598934124,4293296047655
PNJ,2017-12-31,3225872410885,373016262677,95647282500,10297461201.0,10166616678.0,2919141842731,892513714200,2950301269119,3842814983319,4492512736977
PPC,2017-12-31,1715120725854,109066409316,8370165788,7987571558.0,77198000.0,1715356435191,950123262405,5458795791275,6408919053680,7548405974806
PTB,2017-12-31,1094776141749,160363417690,7619382759,29605444391.0,153529175061.0,901163119225,1075374245514,1096192816478,2171567061992,2587185744621
PVD,2017-12-31,1725873609600,383626461960,47247044040,221547652200.0,20917446480.0,-214446688035,4672215116175,13450326779325,18122541895500,21796073763000
PVS,2017-12-31,11117297109697,104729729030,8665838483,144838368604.0,221994260520.0,-1312156264887,1155416369913,12060448847459,13215865217372,23135067928218
PVT,2017-12-31,1744090485106,303656782835,39146822540,267428667614.0,-17474330256.0,-492673302135,2689954068637,4645477276563,7335431345200,9191537059549
QCG,2017-12-31,169002484284,43006454273,6242417152,6135964539.0,32272137087.0,2996994289792,485846867041,4137780027170,4623626894211,11549972723697
REE,2017-12-31,1721548677835,540340170343,42910767572,31423733558.0,181003924226.0,491856135544,2980726225594,8693277201089,11674003426683,14300668841945
SAM,2017-12-31,763822919287,43949046784,-31558415729,0.0,3499917775.0,1514623219794,1390315180640,2669995181621,4060310362261,4366839949929
SAS,2017-12-31,691065451186,102879410610,455356138,12998514243.0,7397832356.0,-69973558837,80389624434,1541897407403,1622287031837,2152671649042
SBT,2017-12-31,4333060935120,477700519288,259815940871,219054444270.0,146151589034.0,7587622966084,9143103395682,7128759927661,16271863323343,18480972655804
SCR,2017-12-31,1020865829670,203129331506,23494501756,0.0,-0.0,3510085808752,1921096869107,3483673322351,5404770191458,9554061458726
SHP,2017-12-31,184020769655,92316820484,23153224184,45995216664.0,-290461998.0,70720283287,1209671000000,1217062795165,2426733795165,2473073396067
SJS,2017-12-31,-61395311872,142253990274,0,0.0,8540000.0,1628986626773,634343285250,2251606009500,2885949294750,6571750263072
STG,2017-12-31,468634333806,59952415827,9293470472,28900927571.0,27677840478.0,-97937669829,438364827868,1531653960645,1970018788513,2481451850244
SWC,2017-12-31,99128338073,53763510445,515275421,4118924143.0,21268589598.0,-44621315385,57018535849,1180261243108,1237279778957,1360702959782
